Naziv,Zupanija,Naselje,Ulica,Postanski broj,Vrsta
Ljekarnicka JEDINICA I LJEKARNE RADIN,SIBENSKO-KNINSKA ZUPANIJA,SIBENIK,BANA JOSIPA JELACICA 6 C,22000,Ljekarnicka jedinica
Ljekarnicka JEDINICA I LJEKARNE SIBALIC,VUKOVARSKO-SRIJEMSKA ZUPANIJA,VINKOVCI,VLADIMIRA GORTANA 11,32100,Ljekarnicka jedinica
Ljekarnicka JEDINICA I LJEKARNE SKUNCA,KOPRIVNICKO-KRIZEVACKA ZUPANIJA,DURDEVAC,TRG SVETOG JURJA 15,48350,Ljekarnicka jedinica
Ljekarnicka JEDINICA I LJEKARNE TALAN,VARAZDINSKA ZUPANIJA,VARAZDIN,TRG SLOBODE 1,42000,Ljekarnicka jedinica
Ljekarnicka JEDINICA I LJEKARNE VUKOJA,POZESKO-SLAVONSKA ZUPANIJA,POZEGA,FRANJE CIRAKIJA 8,34000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA I.B.MAZURANIC LJEKARNA ""JOUKHADAR""",GRAD ZAGREB,ZAGREB,ULICA IVANE BRLIC - MAZURANIC 20,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II ""LJEKARNE POPOVIC""",OSJECKO-BARANJSKA ZUPANIJA,BELISCE,VIJENAC SALAMONA HENRICHA GUTMANNA 24,31551,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LEKARNA BOBANOVIC-VUJNOVIC,ISTARSKA ZUPANIJA,MARCANA,MARCANA 158 A,52206,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNA ""JOUKHADAR""",GRAD ZAGREB,ZAGREB,OZALJSKA ULICA 50,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNA ""LEPES""",KRAPINSKO-ZAGORSKA ZUPANIJA,TUHELJSKE TOPLICE,ULICA LJUDEVITA GAJA 2 B,49215,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNA ""LUKACIN""",GRAD ZAGREB,ZAGREB,ULICA DRAGE GERVAISA 5,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNA ""PAVLIC""",SISACKO-MOSLAVACKA ZUPANIJA,SISAK,ULICA KRALJA TOMISLAVA 7,44000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNA ""SEREMET""",GRAD ZAGREB,ZAGREB,REBAR 33,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNA ""ZUBOVIC""",BRODSKO-POSAVSKA ZUPANIJA,NOVA GRADISKA,IVANA GUNDULICA 21,35400,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNA PELAIC,SPLITSKO-DALMATINSKA ZUPANIJA,GRADAC,KONOPLJIKE BB,21330,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""AVICENNA""",GRAD ZAGREB,ZAGREB,ANDRILOVECKA ULICA 58 / 1,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""DIAKONIA""",GRAD ZAGREB,ZAGREB,TRG STJEPANA KONZULA 4,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""DOMINKO""",MEDIMURSKA ZUPANIJA,PODTUREN,ULICA FLORIJANA ANDRASECA 4,40317,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""FALAK""",GRAD ZAGREB,ZAGREB,ULICA STJEPANA BENCEKOVICA 50,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""HORVAT""",KOPRIVNICKO-KRIZEVACKA ZUPANIJA,KOPRIVNICA,DOMZALSKA ULICA 3,48000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""KASTEL FARM""",SIBENSKO-KNINSKA ZUPANIJA,KISTANJE,UL.FRANJE TUDMANA 61,22305,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""KASTEL FARM""",PRIMORSKO-GORANSKA ZUPANIJA,IKA,PRIMORSKA 17,51414,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""KOVACEVIC""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,KVATERNIKOVA 32,21000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""LIJEK DAKOVO""",OSJECKO-BARANJSKA ZUPANIJA,DAKOVO,BANA JELACICA 26,31400,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""MEDIKOR""",GRAD ZAGREB,SESVETE,ZAGREBACKA CESTA 6,10360,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""PALAC""",GRAD ZAGREB,ZAGREB,MARTICEVA ULICA 51,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""PHYTO PHARMA""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,DOMOVIN.RATA 13,21000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""PLANTAK""",VIROVITICKO-PODRAVSKA ZUPANIJA,CADAVICA,KOLODVORSKA BB,33523,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""POLJAK-RADNIC""",BRODSKO-POSAVSKA ZUPANIJA,SIBINJ,ULICA 108. BRIGADE ZNG 6,35252,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""RIJEKA""",PRIMORSKO-GORANSKA ZUPANIJA,RIJEKA,VUKOVARSKA 96,51000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""STEFANIC""",KOPRIVNICKO-KRIZEVACKA ZUPANIJA,KLOSTAR PODRAVSKI,TRG SVETE OBITELJI 2,48350,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""VALCIC""",ZADARSKA ZUPANIJA,PREKO,PUT MARTINOVIH 2,23273,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""VALUN""",ISTARSKA ZUPANIJA,PULA,ULICA KAMENJAK 3,52100,Ljekarnicka jedinica
"Ljekarnicka JEDINICA II LJEKARNE ""ZUBOVIC""",ZAGREBACKA ZUPANIJA,SVETI IVAN ZELINA,BOCAKOVA ULICA 5,10380,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNE BINGULA,ZAGREBACKA ZUPANIJA,GORNJI STUPNIK,GORNJOSTUPNICKA ULICA 88,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNE GRBAVAC,SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,SPINCICEVA 2 D,21000,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNE KUHARIC,GRAD ZAGREB,ZAGREB,ULICA ANDRIJE ZAJE 61,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNE MADERCIC,KRAPINSKO-ZAGORSKA ZUPANIJA,GORNJE JESENJE,GORNJE JESENJE 98,49233,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNE MATEJ,BRODSKO-POSAVSKA ZUPANIJA,BUKOVLJE,ULICA JOSIPA KOZARCA 20,35209,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNE PROPHARMA,GRAD ZAGREB,ZAGREB,ILICA 139 A,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNE RADIN,SIBENSKO-KNINSKA ZUPANIJA,SIBENIK,SOPALJSKA 2,22000,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNE SIBALIC,VUKOVARSKO-SRIJEMSKA ZUPANIJA,NIJEMCI,JOSIPA JURAJA STROSSMAYERA 45,32245,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNE SKUNCA,PRIMORSKO-GORANSKA ZUPANIJA,SELCE,SETALISTE IVANA JELICICA 6,51266,Ljekarnicka jedinica
Ljekarnicka JEDINICA II LJEKARNE TALAN,GRAD ZAGREB,ZAGREB,CVJETNA CESTA 9,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA III LJEKARNE FILIPOVIC,GRAD ZAGREB,ZAGREB,ZAGORSKA ULICA 42,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA III LJEKARNE VUKOJA,POZESKO-SLAVONSKA ZUPANIJA,POZEGA,INDUSTRIJSKA 25 A,34000,Ljekarnicka jedinica
Ljekarnicka JEDINICA ILICA GRADSKA LJEKARNA ZAGREB,GRAD ZAGREB,ZAGREB,ILICA 79,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA ILICA GRADSKA LJEKARNA ZAGREB,GRAD ZAGREB,ZAGREB,ILICA 150,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA ILICA GRADSKA LJEKARNA ZAGREB,GRAD ZAGREB,ZAGREB,ILICA 301,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA ILICA GRADSKA LJEKARNA ZAGREB,GRAD ZAGREB,ZAGREB,ILICA 43,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA ILICA LJEKARNA DUBRAVKA STIMAC,GRAD ZAGREB,ZAGREB,ILICA 81,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA ILICA LJEKARNA FARMACIA,GRAD ZAGREB,ZAGREB,ILICA 11,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA ILICA LJEKARNE PABLO,GRAD ZAGREB,ZAGREB,ILICA 191 C,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA IMOTSKI LJEKARNA CORTEX PHARM,SPLITSKO-DALMATINSKA ZUPANIJA,IMOTSKI,SET. STJEPANA RADICA 21,21260,Ljekarnicka jedinica
"Ljekarnicka JEDINICA IVANA LACKOVICA CROATE, LJEKARNE ODRA",GRAD ZAGREB,ODRA,ULICA IVANA LACKOVICA CROATE 30,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA IVANEC LJEKARNE ""JAGATIC""",VARAZDINSKA ZUPANIJA,LOVRECAN,LOVRECAN 111,42240,Ljekarnicka jedinica
Ljekarnicka JEDINICA IVANEC LJEKARNE VARAZDINSKE zupanije,VARAZDINSKA ZUPANIJA,IVANEC,VARAZDINSKA ULICA 4 A,42240,Ljekarnicka jedinica
Ljekarnicka JEDINICA IVE DULCICA LJEKARNE CEBULC,DUBROVACKO-NERETVANSKA ZUPANIJA,DUBROVNIK,IVA DULCICA 20 A,20000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA JARMINA, LJEKARNE DERJANOVIC",VUKOVARSKO-SRIJEMSKA ZUPANIJA,JARMINA,BRACE RADIC 27,32280,Ljekarnicka jedinica
"Ljekarnicka JEDINICA JASTREBARSKO LJEKARNA ""JASNA NEZIRI""",ZAGREBACKA ZUPANIJA,JASTREBARSKO,ZDIHOVACKA 1,10450,Ljekarnicka jedinica
"Ljekarnicka JEDINICA JASTREBARSKO, LJEKARNE ZAGREBACKE zupanije",ZAGREBACKA ZUPANIJA,JASTREBARSKO,TRG LJUBE BABICA 30,10450,Ljekarnicka jedinica
Ljekarnicka JEDINICA JELSA LJEKARNE SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,JELSA,JELSA 357 A,21465,Ljekarnicka jedinica
Ljekarnicka JEDINICA JOSIPA ZORICA GRADSKA LJEKARNA ZAGREB,ZAGREBACKA ZUPANIJA,DUGO SELO,ULICA JOSIPA ZORICA 17,10370,Ljekarnicka jedinica
"Ljekarnicka JEDINICA JOSIPDOL LJEKARNE ""PRIMA PHARME""",KARLOVACKA ZUPANIJA,JOSIPDOL,SENJSKA 5,47303,Ljekarnicka jedinica
"Ljekarnicka JEDINICA JOSIPOVAC, LJEKARNE SRCE - LJEKARNE OSJECKO-BARANJSKE zupanije",OSJECKO-BARANJSKA ZUPANIJA,OSIJEK,ULICA IVANE BRLIC-MAZURANIC BB,31221,Ljekarnicka jedinica
"Ljekarnicka JEDINICA JUG-OSIJEK, LJEKARNE SRECE - LJEKARNE OSJECKO-BARANJSKE zupanije",OSJECKO-BARANJSKA ZUPANIJA,OSIJEK,BISEVSKA 32,31000,Ljekarnicka jedinica
Ljekarnicka JEDINICA KAMENITA GRADSKA LJEKARNA ZAGREB,GRAD ZAGREB,ZAGREB,KAMENITA ULICA 9,10000,Ljekarnicka jedinica
Ljekarnicka JEDINICA KAPTOL GRADSKA LJEKARNA ZAGREB,GRAD ZAGREB,ZAGREB,KAPTOL 17,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KARLOVAC, UL. T. SMICIKLASA, LJEKARNE VASE ZDRAVLJE",KARLOVACKA ZUPANIJA,KARLOVAC,TADIJE SMICIKLASA 3,47000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KARLOVAC-TRG HRVATSKI BRANITELJA, LJEKARNE ""JAGATIC""",KARLOVACKA ZUPANIJA,KARLOVAC,TRG HRVATSKIH BRANITELJA 2,47000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KASTAV, RUBESI LJEKARNE PRIMA PHARME",PRIMORSKO-GORANSKA ZUPANIJA,KASTAV,RUBESI 112,51215,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KASTAV, ZDRAVSTVENA USTANOVA LJEKARNE ""KASTAV""",PRIMORSKO-GORANSKA ZUPANIJA,KASTAV,SPOROVA JAMA 7 A,51215,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KASTEL KAMBELOVAC, LJEKARNE PRIMA PHARME",SPLITSKO-DALMATINSKA ZUPANIJA,KASTEL KAMBELOVAC,CESTA DR. FRANJE TUDMANA 642,21214,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KASTEL NOVI, LJEKARNE PRIMA PHARME",SPLITSKO-DALMATINSKA ZUPANIJA,KASTEL NOVI,CESTA DR. FRANJE TUDMANA 779,21216,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KASTEL STARI, LJEKARNA SPLITSKO-DALMATINSKE zupanije",SPLITSKO-DALMATINSKA ZUPANIJA,KASTEL STARI,VUKOVARSKA ULICA 1,21216,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KAZALISTU, LJEKARNA ""JADRAN""",PRIMORSKO-GORANSKA ZUPANIJA,RIJEKA,ULJARSKA 3,51000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KERESTINEC LJEKARNE ""DERJANOVIC""",ZAGREBACKA ZUPANIJA,KERESTINEC,RIMSKI TRG 2,10431,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KILA-VRBORAN, LJEKARNA SPLITSKO-DALMATINSKE zupanije",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,VRBORAN 19 A,21000,Ljekarnicka jedinica
Ljekarnicka JEDINICA KLANA LJEKARNA PAHOR,PRIMORSKO-GORANSKA ZUPANIJA,KLANA,KLANA 225,51217,Ljekarnicka jedinica
Ljekarnicka JEDINICA KLANJEC GRADSKA LJEKARNA ZAGREB,KRAPINSKO-ZAGORSKA ZUPANIJA,KLANJEC,TRG MIRA 6,49290,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KLIS, LJEKARNE SPLITSKO-DALMATINSKE zupanije",SPLITSKO-DALMATINSKA ZUPANIJA,KLIS,TRG MEJDAN 4,21231,Ljekarnicka jedinica
Ljekarnicka JEDINICA KLOSTAR IVANIC LJEKARNE ZAGREBACKE zupanije,ZAGREBACKA ZUPANIJA,KLOSTAR IVANIC,SKOLSKA ULICA 12,10312,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KNEZEVI VINOGRADI, LJEKARNE SRCE - LJEKARNE OSJECKO-BARANJSKE zupanije",OSJECKO-BARANJSKA ZUPANIJA,KNEZEVI VINOGRADI,ULICA HRVATSKE REPUBLIKE 5 A,31309,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KNEZEVO, LJEKARNE SRCE - LJEKARNE OSJECKO-BARANJSKE zupanije",OSJECKO-BARANJSKA ZUPANIJA,KNEZEVO,VIJENAC GRADA VUKOVARA 16,31302,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KNIN, LJEKARNE DIABPHARM",SIBENSKO-KNINSKA ZUPANIJA,KNIN,SIMUNOVICEVA 14,22300,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KNIN, LJEKARNE SILVIJA SARIC",SIBENSKO-KNINSKA ZUPANIJA,KNIN,KRESIMIROVA 5,22300,Ljekarnicka jedinica
Ljekarnicka JEDINICA KONCANICA LJEKARNE GLAS,BJELOVARSKO-BILOGORSKA ZUPANIJA,KONCANICA,KONCANICA 272,43505,Ljekarnicka jedinica
Ljekarnicka JEDINICA KONJSCINA GRADSKA LJEKARNA ZAGREB,KRAPINSKO-ZAGORSKA ZUPANIJA,KONJSCINA,ULICA IVICE GLUHAKA BB,49282,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KOPRIVNICA LJEKARNA ""HMELINA-KOVACIC""",KOPRIVNICKO-KRIZEVACKA ZUPANIJA,KOPRIVNICA,ULICA LJUDEVITA POSAVSKOG 2,48000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KOPRIVNICA-A.STARCEVICA LJEKARNA ""RIZK RIZK""",KOPRIVNICKO-KRIZEVACKA ZUPANIJA,KOPRIVNICA,ULICA ANTE STARCEVICA 10,48000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KOPRIVNICA-FRANKOPANSKA LJEKARNA ""RIZK RIZK""",KOPRIVNICKO-KRIZEVACKA ZUPANIJA,KOPRIVNICA,ULICA FRANKOPANSKA 21,48000,Ljekarnicka jedinica
Ljekarnicka JEDINICA KOSOROVA GRADSKA LJEKARNA ZAGREB,GRAD ZAGREB,ZAGREB,KOSOROVA ULICA 17,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KOZINO - LJEKARNA ""KASTEL FARM""",ZADARSKA ZUPANIJA,KOZINO,KOZINSKA CESTA 60,23231,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRALJA PETRA SVACICA LJEKARNE ""HAUSKA""",OSJECKO-BARANJSKA ZUPANIJA,OSIJEK,ULICA KRALJA PETRA SVACICA 6 B,31000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRALJA ZVONIMIRA 50 LJEKARNA ""BARICEVIC""",GRAD ZAGREB,ZAGREB,ULICA KRALJA ZVONIMIRA 50,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRALJA ZVONIMIRA LJEKARNE ""KALENIC""",VUKOVARSKO-SRIJEMSKA ZUPANIJA,VINKOVCI,KRALJA ZVONIMIRA 47,32100,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRALJA ZVONIMIRA LJEKARNE ""PLENCA""",SIBENSKO-KNINSKA ZUPANIJA,SIBENIK,KRALJA ZVONIMIRA 138,22000,Ljekarnicka jedinica
Ljekarnicka JEDINICA KRALJA ZVONIMIRA LJEKARNE JAKUS,SPLITSKO-DALMATINSKA ZUPANIJA,SOLIN,KRALJA ZVONIMIRA 73,21210,Ljekarnicka jedinica
Ljekarnicka JEDINICA KRALJEVEC NA SUTLI LJEKARNE PharmAD,KRAPINSKO-ZAGORSKA ZUPANIJA,KRALJEVEC NA SUTLI,KRALJEVEC NA SUTLI 131,49294,Ljekarnicka jedinica
Ljekarnicka JEDINICA KRALJEVICA LJEKARNA FARMACIA,PRIMORSKO-GORANSKA ZUPANIJA,KRALJEVICA,STROSSMAYEROVA 3,51262,Ljekarnicka jedinica
Ljekarnicka JEDINICA KRAPINA LJEKARNA KRAPINSKO-ZAGORSKE zupanije,KRAPINSKO-ZAGORSKA ZUPANIJA,KRAPINA,MAGISTRATSKA ULICA 11,49000,Ljekarnicka jedinica
Ljekarnicka JEDINICA KRAPINA LJEKARNE ZUBIC,KRAPINSKO-ZAGORSKA ZUPANIJA,KRAPINA,ULICA KSAVERA SANDORA GJALSKOG 1,49000,Ljekarnicka jedinica
Ljekarnicka JEDINICA KRAPINSKE TOPLICE LJEKARNA KRAPINSKO-ZAGORSKE zupanije,KRAPINSKO-ZAGORSKA ZUPANIJA,KRAPINSKE TOPLICE,ULICA ANTUNA MIHANOVICA BB,49217,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRASIC, LJEKARNE ZAGREBACKE zupanije",ZAGREBACKA ZUPANIJA,KRASIC,KRASIC 101,10454,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRAVARSKO, ZDRAVSTVENA USTANOVA LJEKARNE ""KASTAV""",ZAGREBACKA ZUPANIJA,KRAVARSKO,TRG STJEPANA RADICA 20,10413,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRIZEVCI - STROSSMAYERA 18 LJEKARNE ""PRIMA PHARME""",KOPRIVNICKO-KRIZEVACKA ZUPANIJA,KRIZEVCI,TRG JOSIPA JURAJA STROSSMAYERA 18,48260,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRIZEVCI LJEKARNE ""SAMUGA""",KOPRIVNICKO-KRIZEVACKA ZUPANIJA,KRIZEVCI,ULICA PETRA ZRINSKOG 8 / 1,48260,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRIZEVCI, LJEKARNA KRIZEVCI",KOPRIVNICKO-KRIZEVACKA ZUPANIJA,KRIZEVCI,ULICA IVANA ZAKMARDIJA DIJANKOVECKOG 2,48260,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRNJAK LJEKARNA ""IP PHARMA""",KARLOVACKA ZUPANIJA,KRNJAK,KRNJAK 5,47242,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KRNJEVO, LJEKARNA ""JADRAN""",PRIMORSKO-GORANSKA ZUPANIJA,RIJEKA,LIBURNIJSKA 2 A,51000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KUMROVEC, LJEKARNE SANTEK",KRAPINSKO-ZAGORSKA ZUPANIJA,KUMROVEC,ULICA JOSIPA BROZA 11,49295,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KUPINECKI KRALJEVEC, MANDIS-PHARM LJEKARNA ZAGREB",GRAD ZAGREB,KUPINECKI KRALJEVEC,KRALJEVECKI BRIJEGI 69,10251,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KUTINA LJEKARNA ""BARISIC""",SISACKO-MOSLAVACKA ZUPANIJA,KUTINA,KOLODVORSKA ULICA BB,44320,Ljekarnicka jedinica
Ljekarnicka JEDINICA KUTINA LJEKARNA NIVES MILOS,SISACKO-MOSLAVACKA ZUPANIJA,KUTINA,TRG KRALJA TOMISLAVA 9,44320,Ljekarnicka jedinica
Ljekarnicka JEDINICA KUTJEVO LJEKARNE PERAK,POZESKO-SLAVONSKA ZUPANIJA,KUTJEVO,REPUBLIKE HRVATSKE 38,34340,Ljekarnicka jedinica
"Ljekarnicka JEDINICA KUTNJACKI PUT - ZAGREB LJEKARNE ""DERJANOVIC""",GRAD ZAGREB,ZAGREB,KUTNJACKI PUT 8,10000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA LASINJA LJEKARNE ""VIDMAR""",KARLOVACKA ZUPANIJA,LASINJA,LASINJSKA CESTA 19,47206,Ljekarnicka jedinica
Ljekarnicka JEDINICA LEPOGLAVA LJEKARNE VARAZDINSKE zupanije,VARAZDINSKA ZUPANIJA,LEPOGLAVA,TRG KRALJA TOMISLAVA 8,42250,Ljekarnicka jedinica
"Ljekarnicka JEDINICA LICKI OSIK, LJEKARNE SVALJEK",LICKO-SENJSKA ZUPANIJA,LICKI OSIK,ULICA HRVATSKOG PROLJECA 4,53201,Ljekarnicka jedinica
"Ljekarnicka JEDINICA LOBOR, LJEKARNE ""SVALJEK""",KRAPINSKO-ZAGORSKA ZUPANIJA,LOBOR,TRG SVETE ANE 15,49253,Ljekarnicka jedinica
"Ljekarnicka JEDINICA LUKA LJEKARNE ""PETRINEC""",ZAGREBACKA ZUPANIJA,LUKA,LUCKA CESTA 39,10296,Ljekarnicka jedinica
"Ljekarnicka JEDINICA LUSCIC, LJEKARNA ""D I D PHARMA""",KARLOVACKA ZUPANIJA,KARLOVAC,LUSCIC 6 B,47000,Ljekarnicka jedinica
"Ljekarnicka JEDINICA LUZANI LJEKARNE ""RAJIC""",BRODSKO-POSAVSKA ZUPANIJA,LUZANI,ULICA VLADIMIRA NAZORA 67,35257,Ljekarnicka jedinica
"Ljekarnicka JEDINICA LJEKARNA ""SOKAC-OSMAK""",OSJECKO-BARANJSKA ZUPANIJA,NASICE,UL. KRALJA TOMISLAVA 8,31500,Ljekarnicka jedinica
"Ljekarnicka JEDINICA LJEKARNA ""SOKAC-OSMAK""",OSJECKO-BARANJSKA ZUPANIJA,NASICE,ZAGREBACKA 3,31500,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA BECIROVIC,MEDIMURSKA ZUPANIJA,MURSKO SREDISCE,FRANKOPANSKA ULICA 20,40315,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA BJELOVAR,BJELOVARSKO-BILOGORSKA ZUPANIJA,BJELOVAR,BORISA PAPANDOPULA 26,43000,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA KRAPINSKO-ZAGORSKE zupanije,KRAPINSKO-ZAGORSKA ZUPANIJA,SVETI KRIZ ZACRETJE,TRG JULIJA LEMBERGERA 1,49223,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA PROHASKA TOME,BJELOVARSKO-BILOGORSKA ZUPANIJA,SIRAC,STJEPANA RADICA 119,43541,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SISAK GRADSKE LJEKARNE-SISAK,SISACKO-MOSLAVACKA ZUPANIJA,JASENOVAC,ULICA VLADIMIRA NAZORA 3,44324,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,HERCEGOVACKA 80,21000,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,CESARCEVA 2 A,21000,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,PAPANDOPULOVA 21,21000,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,TABLE 21,21000,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,SUCIDAR 79,21000,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,MAKARSKA,KACICEV TRG 10,21300,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,VRLIKA,BANA BERISLAVICA 25,21236,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,HRVACE,HRVACE 223 B,21233,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,TROGIR,ULICA DR. FRANJE TUDMANA 34 H,21220,Ljekarnicka jedinica
Ljekarnicka JEDINICA LJEKARNA SPLITSKO-DALMATINSKE zupanije,SPLITSKO-DALMATINSKA ZUPANIJA,IMOTSKI,UL.BRUNA BUSICA 32,21260,Ljekarnicka jedinica
